Country,RDns,Ip,Service,Version,ExtraInfo,Url,Port,Os,Banner,Title,Hostname,Device,App,HttpCode
China,,139.224.66.93,http-proxy,,,,8080,,"HTTP/1.1  200 OK
Content-Type: text/html
Date: Mon, 11 Oct 2021 00:05:58 GMT
Last-Modified: Sat, 09 Oct 2021 07:55:55 GMT
Etag: ","[""Apache2 Debian Default Page: It works""]",,,,0
Luxembourg,xvm-111-217.dc2.ghst.net,46.226.111.217,https,2.4.49,(Ubuntu),https://46.226.111.217:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 00:05:02 GMT
Server: Apache/2.4.49 (Ubuntu)
Last-Modified: Tue, 06 Jan 2015 21:24:47 G","[""Wat""]",,web application,Apache httpd,0
Italy,,46.228.253.42,https,2.4.49,(FreeBSD) OpenSSL/1.1.1h-freebsd PHP/7.3.31,https://46.228.253.42:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 00:05:13 GMT
Server: Apache/2.4.49 (FreeBSD) OpenSSL/1.1.1h-freebsd PHP/7.3.31
Strict-","[""Trebigen.it""]",,web application,Apache httpd,0
Italy,ip-46-232-151-243.static.adsl.cheapnet.it,46.232.151.243,https,2.4.49,,https://46.232.151.243:443,443,Unix,"HTTP/1.1 401 Unauthorized
Date: Mon, 11 Oct 2021 00:05:12 GMT
Server: Apache/2.4.49 (Unix) OpenSSL/1.0.2u PHP/7.3.29
X-Powere","[""Access denied!""]",,,Apache httpd,0
Germany,report.dreamrobot.de,46.231.239.11,https,2.4.49,(Unix),https://46.231.239.11:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 00:04:44 GMT
Server: Apache/2.4.49 (Unix)
Last-Modified: Mon, 10 Aug 2009 12:36:16 GMT",,,web application,Apache httpd,0
Switzerland,cust-153.AccessNet-10.exaSys.com,46.235.145.153,https,2.4.49,,https://46.235.145.153:443,443,FreeBSD,"HTTP/1.1 403 Forbidden
Date: Mon, 11 Oct 2021 00:05:00 GMT
Server: Apache/2.4.49 (FreeBSD) OpenSSL/1.1.1k-freebsd
Content-Len","[""403 Forbidden""]",,,Apache httpd,0
Germany,,46.231.239.14,https,2.4.49,,https://46.231.239.14:443,443,Unix,"HTTP/1.1 302 Found
Date: Mon, 11 Oct 2021 00:04:42 GMT
Server: Apache/2.4.49 (Unix)
X-Powered-By: PHP/7.2.34
Set-Cookie: PHP",,,,Apache httpd,0
Germany,,46.231.239.10,https,2.4.49,,https://46.231.239.10:443,443,Unix,"HTTP/1.1 302 Found
Date: Mon, 11 Oct 2021 00:04:46 GMT
Server: Apache/2.4.49 (Unix)
X-Powered-By: PHP/7.2.34
Set-Cookie: PHP",,,,Apache httpd,0
Germany,,46.231.239.9,https,2.4.49,,https://46.231.239.9:443,443,Unix,"HTTP/1.1 302 Found
Date: Mon, 11 Oct 2021 00:04:45 GMT
Server: Apache/2.4.49 (Unix)
X-Powered-By: PHP/7.2.34
Set-Cookie: PHP",,,,Apache httpd,0
Italy,ip-46-232-145-35.static.adsl.cheapnet.it,46.232.145.35,https,2.4.49,,https://46.232.145.35:443,443,Unix,"HTTP/1.1 302 Found
Date: Mon, 11 Oct 2021 00:04:47 GMT
Server: Apache/2.4.49 (Unix) OpenSSL/1.0.2u PHP/7.2.34
Strict-Transpor","[""Nextcloud""]",,,Apache httpd,0
Italy,ip-46-232-145-35.static.adsl.cheapnet.it,46.232.145.35,https,2.4.49,,https://46.232.145.35:443,443,Unix,"HTTP/1.1 302 Found
Date: Mon, 11 Oct 2021 00:04:47 GMT
Server: Apache/2.4.49 (Unix) OpenSSL/1.0.2u PHP/7.2.34
Strict-Transpor","[""Nextcloud""]",,,Apache httpd,0
Germany,archive.dreamrobot.de,46.231.239.12,https,2.4.49,(Unix),https://46.231.239.12:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 00:04:44 GMT
Server: Apache/2.4.49 (Unix)
X-Powered-By: PHP/7.2.34
Set-Cookie: PHPSES","[""DR - Archivierungssystem""]",,web application,Apache httpd,0
Germany,v2202002113080107935.megasrv.de,46.232.250.71,https,2.4.49,(Ubuntu),https://46.232.250.71:443,443,,"HTTP/1.1 200 OK
Date: Mon, 11 Oct 2021 00:04:45 GMT
Server: Apache/2.4.49 (Ubuntu)
Last-Modified: Tue, 18 Feb 2020 05:29:06 G","[""Apache2 Ubuntu Default Page: It works""]",,web application,Apache httpd,0
Iraq,,185.166.27.110,http,2.4.49,,http://185.166.27.110:80,80,Win64,"HTTP/1.1  200 OK
X-Powered-By: PHP/8.0.11
Cache-Control: no-cache, private
Set-Cookie: XSRF-TOKEN=eyJpdiI6IkFTbFFhalBtL3hvbEJ1bT","[""Online""]",,,Apache httpd,0
Singapore,,104.215.148.220,http,2.4.49,,http://104.215.148.220:80,80,Unix,"HTTP/1.1  200 OK
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1d
X-Powered-By: PHP/7.4.23
Link: <http://104.215.148.220:80/wp-json/>","[""Home - Riana Dutamas by IJM""]",,,Apache httpd,0
India,static-169.209.149.202-tataidc.co.in,202.149.209.169,http,2.4.49,,http://202.149.209.169:80,80,Unix,"HTTP/1.1  503 Service Unavailable
Content-Type: text/html; charset=iso-8859-1
Date: Sun, 10 Oct 2021 23:56:02 GMT
Server: Apache","[""503 Service Unavailable""]",,,Apache httpd,0
Sweden,noptr.inleed.net,185.189.49.106,https,2.4.49,,https://185.189.49.106:443,443,Unix,"HTTP/1.1  200 OK
X-Litespeed-Tag: dfc_HTTP.200
Connection: Upgrade
Content-Type: text/html; charset=UTF-8
Date: Mon, 11 Oct 2021","[""Lit IT - teknikhj\u00e4lp och apputveckling""]",,,Apache httpd,0
United States,ec2-34-210-4-199.us-west-2.compute.amazonaws.com,34.210.4.199,http,2.4.49,,http://34.210.4.199:80,80,Ubuntu,"HTTP/1.1  200 OK
Server: Apache/2.4.49 (Ubuntu)
Etag: ""2c39-54e2a3b8dbccb-gzip""
Accept-Ranges: bytes
Date: Sun, 10 Oct 2021 23:5","[""Apache2 Ubuntu Default Page: It works""]",,,Apache httpd,0
United States,ec2-54-84-223-42.compute-1.amazonaws.com,54.84.223.42,https,2.4.49,,https://54.84.223.42:443,443,Ubuntu,"HTTP/1.1  200 OK
Last-Modified: Sun, 10 Oct 2021 21:50:16 GMT
Vary: X-Forwarded-Proto,Accept-Encoding,User-Agent
Connection: kee","[""Bethel Austin | Pursuing the Presence of God - Austin, TX""]",,,Apache httpd,0
Canada,,216.197.169.93,https,2.4.49,,https://216.197.169.93:443,443,Ubuntu,"HTTP/1.1  200 OK
Content-Type: text/html; charset=UTF-8
Date: Sun, 10 Oct 2021 23:58:34 GMT
Server: Apache/2.4.49 (Ubuntu)
Vary:","[""Cody's Media Server""]",,,Apache httpd,0
United States,38.254.196.216.ded-dsl.fuse.net,216.196.254.38,https,2.4.49,,https://216.196.254.38:443,443,Ubuntu,"HTTP/1.1  302 Found
Content-Type: text/html; charset=UTF-8
Server: Apache/2.4.49 (Ubuntu)
X-Frame-Options: SAMEORIGIN
Connection",,,,Apache httpd,0
United Kingdom,www.status.bham.ac.uk,147.188.217.100,http,,,http://147.188.217.100:80,80,,"HTTP/1.1  200 OK
Date: Sun, 10 Oct 2021 23:57:57 GMT
Server: Apache/2.4.49 (Ubuntu)
Link: <https://status.bham.ac.uk/index.php/w","[""IT Services Status""]",,load balancer,F5 BIG-IP load balancer httpd,0
Germany,kundenserver.de,82.165.185.63,https,2.4.49,,https://82.165.185.63:443,443,Debian,"HTTP/1.1  200 OK
Date: Sun, 10 Oct 2021 23:57:31 GMT
Link: <https://cybercubers.de/index.php/wp-json/>; rel=""https://api.w.org/""","[""CyberCubers""]",,,Apache httpd,0
France,ip112.ip-51-178-106.eu,51.178.106.112,https,2.4.49,,https://51.178.106.112:443,443,Ubuntu,"HTTP/1.1  200 OK
Upgrade: h2,h2c
Connection: Upgrade
Etag: ""0-59e891769daa5""
Content-Type: text/html
Date: Sun, 10 Oct 2021 23:5",,,,Apache httpd,0
Mexico,,148.208.246.9,https,2.4.49,,https://148.208.246.9:443,443,Ubuntu,"HTTP/1.1  200 OK
Date: Sun, 10 Oct 2021 23:56:18 GMT
Server: Apache/2.4.49 (Ubuntu)
Vary: Origin,Accept-Encoding
Content-Type: t","[""Portal de Alumnos""]",,,Apache httpd,0
Netherlands,,51.137.65.118,https,2.4.49,(Ubuntu),https://51.137.65.118:8080,8080,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:56:25 GMT
Server: Apache/2.4.49 (Ubuntu)
Last-Modified: Tue, 06 Oct 2020 06:44:37 G","[""KMD click to call""]",,web application,Apache httpd,0
United States,,50.229.83.52,https,2.4.49,,https://50.229.83.52:443,443,Win64,"HTTP/1.1 302 Found
Date: Sun, 10 Oct 2021 23:55:24 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/8.0.11
X-Powered-By: ","[""Welcome to XAMPP""]",,,Apache httpd,0
Switzerland,197.121.65.34.bc.googleusercontent.com,34.65.121.197,http,2.4.49,,http://34.65.121.197:80,80,Unix,"HTTP/1.1  301 Moved Permanently
Location: index.php?action=Login&module=Users
Content-Type: text/html; charset=UTF-8
Date: Sun, ",,,,Apache httpd,0
United States,ec2-34-226-170-227.compute-1.amazonaws.com,34.226.170.227,http,2.4.49,,http://34.226.170.227:80,80,Ubuntu,"HTTP/1.1  200 OK
Content-Length: 23
Connection: keep-alive
Server: Apache/2.4.49 (Ubuntu)
Set-Cookie: ADRUM_BT=R%3A0%7Cg%3A1bef6",,,,Apache httpd,0
Republic of Korea,www.gjcatholic.ac.kr,61.80.49.248,http,2.4.49,,http://61.80.49.248:80,80,Fedora,"HTTP/1.1  200 OK
Date: Sun, 10 Oct 2021 23:52:50 GMT
Server: Apache/2.4.49 (Fedora) OpenSSL/1.1.1l
X-Powered-By: PHP/7.4.24
Cont","[""\uad11\uc8fc\uac00\ud1a8\ub9ad\ub300\ud559\uad50""]",,,Apache httpd,0
Republic of Korea,www.gjcatholic.ac.kr,61.80.49.248,http,2.4.49,,http://61.80.49.248:80,80,Fedora,"HTTP/1.1  200 OK
Date: Sun, 10 Oct 2021 23:52:50 GMT
Server: Apache/2.4.49 (Fedora) OpenSSL/1.1.1l
X-Powered-By: PHP/7.4.24
Cont","[""\uad11\uc8fc\uac00\ud1a8\ub9ad\ub300\ud559\uad50""]",,,Apache httpd,0
Singapore,,20.205.236.219,https,2.4.49,,https://20.205.236.219:443,443,Win64,"HTTP/1.1  200 OK
Accept-Ranges: bytes
Content-Length: 7577
Content-Type: text/html
Date: Sun, 10 Oct 2021 23:51:51 GMT
Server: A","[""Welcome to XAMPP""]",,,Apache httpd,0
Japan,207.148.110.149.vultr.com,207.148.110.149,http,2.4.49,,http://207.148.110.149:80,80,FreeBSD,"HTTP/1.1  200 OK
Content-Type: text/html; charset=UTF-8
Date: Sun, 10 Oct 2021 23:51:11 GMT
Server: Apache/2.4.49 (FreeBSD) Open","[""TOKUOKA - \u30ef\u30a4\u30f3\u30a2\u30c9\u30d0\u30a4\u30b6\u30fc""]",,,Apache httpd,0
United States,static-100-38-145-20.nycmny.fios.verizon.net,100.38.145.20,https,2.4.49,,https://100.38.145.20:443,443,Win64,"HTTP/1.1  200 OK
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/7.4.24
X-Powered-By: PHP/7.4.24
Cache-Control: no-store, no-ca","[""Sign In""]",,,Apache httpd,0
Singapore,ip-148-72-209-221.ip.secureserver.net,148.72.209.221,https,2.4.49,,https://148.72.209.221:443,443,Win64,"HTTP/1.1 400 Bad Request
Date: Sun, 10 Oct 2021 23:50:07 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/8.0.11
Content-","[""400 Bad Request""]",,,Apache httpd,0
Portugal,108.74.71.148.rev.vodafone.pt,148.71.74.108,https,2.4.49,,https://148.71.74.108:443,443,Unix,"HTTP/1.1  400 Bad Request
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1l mod_fcgid/2.3.9
Vary: accept-language,accept-charset
Upgra","[""Bad request!""]",,,Apache httpd,0
France,xvm-22-125.ghst.net,92.243.22.125,https,2.4.49,,https://92.243.22.125:443,443,Unix,"HTTP/1.1  200 OK
Content-Language: fr
Last-Modified: Fri, 08 Oct 2021 08:51:10 GMT
Content-Type: text/html; charset=UTF-8
Server","[""Accueil | MMC""]",,,Apache httpd,0
United States,72356.com,64.111.98.210,http,2.4.49,,http://64.111.98.210:80,80,Ubuntu,"HTTP/1.1  200 OK
Etag: ""53-59c0dd43535d3-gzip""
Accept-Ranges: bytes
Vary: Accept-Encoding
Date: Sun, 10 Oct 2021 23:48:48 GMT
Se",,,,Apache httpd,0
Germany,b2b-109-90-25-21.unitymedia.biz,109.90.25.21,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://109.90.25.21:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:45:05 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Last-Modified: Wed, 15 Sep 2","[""Test Page for Apache Installation""]",,web application,Apache httpd,0
Spain,40.red-2-136-85.staticip.rima-tde.net,2.136.85.40,https,2.4.49,,https://2.136.85.40:443,443,Ubuntu,"HTTP/1.1  200 OK
Server: Apache/2.4.49 (Ubuntu)
X-Content-Type-Options: nosniff
Set-Cookie: 826c57395c1b2d032642d3c7eee5d424=j9i","[""Altair Equipos Europeos Electr\u00f3nicos SA - Altair Equipos Europeos Electr\u00f3nicos S.A.""]",,,Apache httpd,0
United States,vmi605629.contaboserver.net,207.244.231.73,https,2.4.49,,https://207.244.231.73:8080,8080,Ubuntu,"HTTP/1.1  200 OK
Last-Modified: Wed, 30 Jun 2021 11:34:36 GMT
Accept-Ranges: bytes
Vary: Accept-Encoding
Server: Apache/2.4.49 (","[""Apache2 Debian Default Page: It works""]",,,Apache httpd,0
Unknown,,103.172.30.35,http,2.4.49,,http://103.172.30.35:80,80,Win64,"HTTP/1.1  200 OK
Etag: ""1d99-5cd1f9cfc1640""
Accept-Ranges: bytes
Content-Length: 7577
Content-Type: text/html
Date: Sun, 10 Oct ","[""Welcome to XAMPP""]",,,Apache httpd,0
United States,ec2-54-237-162-224.compute-1.amazonaws.com,54.237.162.224,https,2.4.49,,https://54.237.162.224:443,443,Unix,"HTTP/1.1  200 OK
Date: Sun, 10 Oct 2021 23:45:17 GMT
Server: Apache/2.4.49 (Unix)
Access-Control-Allow-Origin: *
Cache-Control: ",,,,Apache httpd,0
China,,47.95.201.142,http-proxy,,,,8080,,"HTTP/1.1  200 OK
Last-Modified: Fri, 08 Oct 2021 03:13:23 GMT
Vary: Accept-Encoding
Content-Type: text/html
Date: Sun, 10 Oct 20","[""Apache2 Debian Default Page: It works""]",,,,0
India,ec2-65-2-140-234.ap-south-1.compute.amazonaws.com,65.2.140.234,https,2.4.49,,https://65.2.140.234:443,443,Unix,"HTTP/1.1  200 OK
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1d
X-Ua-Compatible: IE=edge
Vary: Accept-Encoding
Content-Type: text/h","[""VAJRR - V A J R R""]",,,Apache httpd,0
United States,www.runnionequipment.com,104.239.192.57,https,2.4.49,,https://104.239.192.57:443,443,Ubuntu,"HTTP/1.1  200 OK
Expires: Sun, 19 Nov 1978 05:00:00 GMT
X-Drupal-Cache: HIT
Cache-Control: must-revalidate, no-cache, private
X-","[""Home | Runnion Equipment Company""]",,,Apache httpd,0
France,,87.98.188.217,https,2.4.49,,https://87.98.188.217:443,443,cPanel,"HTTP/1.1  200 OK
X-Powered-By: PHP/5.4.45
Set-Cookie: d41d8cd98f00b204e9800998ecf8427e=1; expires=Mon, 11-Oct-2021 11:38:49 GMT;","[""98.188"", ""404 Not Found""]",,,Apache httpd,0
Argentina,customer-static-210-195-54.iplannetworks.net,190.210.195.54,https,2.4.49,,https://190.210.195.54:443,443,Ubuntu,"HTTP/1.1  200 OK
Etag: ""2cf6-51542ca65ef31-gzip""
Expires: Sun, 10 Oct 2021 23:39:56 GMT
Content-Type: text/html
Upgrade: h2,h2c
","[""Apache2 Ubuntu Default Page: It works""]",,,Apache httpd,0
France,media.maboxdomotique.com,87.98.163.142,https,2.4.49,,https://87.98.163.142:443,443,Unix,"HTTP/1.1  401 Unauthorized
X-Plex-Content-Original-Length: 193
Cache-Control: no-cache
Date: Sun, 10 Oct 2021 23:38:51 GMT
Conte","[""Unauthorized"", ""Plex""]",,,Apache httpd,0
France,ip159.ip-87-98-170.eu,87.98.170.159,https,2.4.49,,https://87.98.170.159:443,443,Ubuntu,"HTTP/1.1  403 Forbidden
Content-Length: 279
Content-Type: text/html; charset=iso-8859-1
Date: Sun, 10 Oct 2021 23:38:49 GMT
Serv","[""403 Forbidden""]",,,Apache httpd,0
France,ip159.ip-87-98-170.eu,87.98.170.159,https,2.4.49,,https://87.98.170.159:443,443,Ubuntu,"HTTP/1.1  403 Forbidden
Content-Length: 279
Content-Type: text/html; charset=iso-8859-1
Date: Sun, 10 Oct 2021 23:38:49 GMT
Serv","[""403 Forbidden""]",,,Apache httpd,0
Australia,koala.curtailed.org,43.245.48.116,https,2.4.49,(FreeBSD) OpenSSL/1.1.1h-freebsd,https://43.245.48.116:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:39:04 GMT
Server: Apache/2.4.49 (FreeBSD) OpenSSL/1.1.1h-freebsd
Last-Modified: Tue","[""Move Along""]",,web application,Apache httpd,0
France,www.lesgrandesimprimeries.com,87.98.174.168,https,2.4.49,,https://87.98.174.168:443,443,Ubuntu,"HTTP/1.1  200 OK
Content-Type: text/html; charset=UTF-8
Upgrade: h2,h2c
Cache-Control: private, must-revalidate
Expires: Sun, 10",,,,Apache httpd,0
Indonesia,qdc.oxygen.id,43.243.142.118,https,2.4.49,,https://43.243.142.118:443,443,Fedora,"HTTP/1.1 403 Forbidden
Date: Sun, 10 Oct 2021 23:38:40 GMT
Server: Apache/2.4.49 (Fedora) OpenSSL/1.1.1l
Last-Modified: Fri, ","[""Test Page for the HTTP Server on Fedora""]",,,Apache httpd,0
Argentina,,181.44.239.129,https,2.4.49,,https://181.44.239.129:443,443,Win64,"HTTP/1.1 400 Bad Request
Date: Sun, 10 Oct 2021 23:35:48 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/8.0.11
Content-","[""400 Bad Request""]",,,Apache httpd,0
Germany,,77.190.161.41,https,2.4.49,(Unix) OpenSSL/1.1.1l mod_fcgid/2.3.9,https://77.190.161.41:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:34:26 GMT
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1l mod_fcgid/2.3.9
Last-Modified",,,web application,Apache httpd,0
Hungary,94-21-76-143.pool.digikabel.hu,94.21.76.143,http,2.4.49,,http://94.21.76.143:80,80,Unix,"HTTP/1.1  401 Unauthorized
Accept-Ranges: bytes
Content-Type: text/html; charset=utf-8
Content-Language: en
Date: Sun, 10 Oct 20","[""Authentication required!""]",,,Apache httpd,0
Germany,ip5b402a4a.dynamic.kabel-deutschland.de,91.64.42.74,https,2.4.49,,https://91.64.42.74:443,443,Fedora,"HTTP/1.1 403 Forbidden
Date: Sun, 10 Oct 2021 23:33:08 GMT
Server: Apache/2.4.49 (Fedora) OpenSSL/1.1.1l
Strict-Transport-Sec","[""403 Forbidden""]",,,Apache httpd,0
United Arab Emirates,,91.75.21.130,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.130:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:22 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.148,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.148:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:21 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
Germany,ip5b42d01b.dynamic.kabel-deutschland.de,91.66.208.27,https,2.4.49,(Unix) OpenSSL/1.1.1l,https://91.66.208.27:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:13 GMT
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1l
Strict-Transport-Security: ma","[""Index of /""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.133,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.133:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:05 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
France,102.55.68.91.rev.sfr.net,91.68.55.102,https,2.4.49,(Unix) OpenSSL/1.1.1l,https://91.68.55.102:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:25:13 GMT
Server: Apache/2.4.49 (Unix) OpenSSL/1.1.1l
Connection: close
Content-Ty","[""SIGPAS - Pr\u00e9sentation""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.140,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.140:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:08 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.149,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.149:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:07 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.129,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.129:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:07 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.154,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.154:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:05 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.134,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.134:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:06 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.138,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.138:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:06 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.137,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.137:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:04 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.138,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.138:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:06 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.137,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.137:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:04 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.153,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.153:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:05 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United Arab Emirates,,91.75.21.142,https,2.4.49,(Win64) OpenSSL/1.1.1l,https://91.75.21.142:443,443,,"HTTP/1.1 200 OK
Date: Sun, 10 Oct 2021 23:33:05 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l
Retry-After: 900
Last-Modif","[""Apache Haus Distribution Installation Test""]",,web application,Apache httpd,0
United States,097-085-043-084.res.spectrum.com,97.85.43.84,http,2.4.49,,http://97.85.43.84:80,80,Win64,"HTTP/1.1  200 OK
Date: Sun, 10 Oct 2021 23:32:48 GMT
Server: Apache/2.4.49 (Win64)
Last-Modified: Sat, 25 Sep 2021 21:58:26 GMT
",,,,Apache httpd,0
France,heru-ra-ha.angeltek.co.uk,155.133.131.231,https,,,https://155.133.131.231:443,443,,"HTTP/1.1  200 OK
X-Clacks-Overhead: GNU Terry Pratchett
Content-Length: 793
Content-Type: text/html
Date: Sun, 10 Oct 2021 23:32","[""Holding Page""]",,,Apache httpd,0
Germany,,93.135.44.225,https,2.4.49,,https://93.135.44.225:443,443,Unix,"HTTP/1.1  400 Bad Request
Content-Type: text/html; charset=utf-8
Content-Language: en
Expires: Sun, 10 Oct 2021 23:32:08 GMT
Ser","[""Bad request!""]",,,Apache httpd,0
Germany,,93.131.132.37,https,2.4.49,,https://93.131.132.37:443,443,Win64,"HTTP/1.1  200 OK
Date: Sun, 10 Oct 2021 23:32:08 GMT
Server: Apache/2.4.49 (Win64) OpenSSL/1.1.1l PHP/7.4.24
X-Powered-By: PHP/7",,,,Apache httpd,0
Australia,,20.58.187.37,https,2.4.49,,https://20.58.187.37:443,443,Win64,"HTTP/1.1  200 OK
Last-Modified: Wed, 29 Sep 2021 06:43:47 GMT
Etag: ""1d99-5cd1ca6eecec0""
Accept-Ranges: bytes
Content-Length: 75","[""Welcome to XAMPP""]",,,Apache httpd,0
Netherlands,,20.56.88.53,https,2.4.49,,https://20.56.88.53:443,443,Win64,"HTTP/1.1  200 OK
Set-Cookie: XSRF-TOKEN=eyJpdiI6InluSm1MS1lwUHZib085N254NnRLdlE9PSIsInZhbHVlIjoiY0tFdDh2cjVYV1BEMXJFYVUrdVwvUE5C","[""Giris Yap""]",,,Apache httpd,0
Australia,,20.53.12.184,https,2.4.49,,https://20.53.12.184:443,443,Win64,"HTTP/1.1  200 OK
Last-Modified: Wed, 29 Sep 2021 06:43:47 GMT
Etag: ""1d99-5cd1ca6eecec0""
Accept-Ranges: bytes
Content-Length: 75","[""Welcome to XAMPP""]",,,Apache httpd,0
Netherlands,,20.56.11.35,https,2.4.49,,https://20.56.11.35:443,443,Ubuntu,"HTTP/1.1  403 Forbidden
Cache-Control: no-store, no-cache, must-revalidate
Pragma: no-cache
Content-Type: text/html; charset=UTF",,,,Apache httpd,0
